Protein IDs	Majority protein IDs	Gene names	Intensity RPN4_0h_1	Intensity RPN4_0h_2	Intensity RPN4_0h_3	Intensity RPN4_0h_4	Intensity RPN4_2h_1	Intensity RPN4_2h_2	Intensity RPN4_2h_3	Intensity RPN4_2h_4	Intensity RPN4_4h_1	Intensity RPN4_4h_2	Intensity RPN4_4h_3	Intensity RPN4_4h_4	Intensity wt_0h_1	Intensity wt_0h_2	Intensity wt_0h_3	Intensity wt_0h_4	Intensity wt_2h_1	Intensity wt_2h_2	Intensity wt_2h_3	Intensity wt_2h_4	Intensity wt_4h_1	Intensity wt_4h_2	Intensity wt_4h_3	Intensity wt_4h_4	Reverse	Potential contaminant
P32447	P32447	ASF1	433780000	302430000	404620000	351620000	451600000	230050000	188340000	336100000	530170000	566910000	451990000	364900000	568180000	615130000	431560000	473240000	562080000	506880000	305700000	430660000	373650000	475360000	426540000	332370000		
P32449	P32449	ARO4	17618000000	25419000000	21384000000	20886000000	19789000000	21204000000	19795000000	22972000000	12212000000	13896000000	10977000000	11864000000	27873000000	33172000000	24188000000	26500000000	21651000000	27618000000	23339000000	30104000000	14898000000	15117000000	11516000000	11818000000		
P32451	P32451	BIO2	308620000	285420000	91734000	93188000	369260000	246690000	206780000	224920000	172080000	87672000	131450000	145350000	333500000	357240000	244820000	149960000	323600000	285440000	190430000	258600000	123180000	107950000	74224000	38602000		
P32452	P32452	PHA2	239360000	155400000	203620000	145440000	280070000	203090000	138180000	197130000	247370000	209350000	129280000	159150000	244040000	188460000	141120000	80624000	246290000	257810000	180530000	77867000	278840000	217610000	179260000	146500000		
P32453	P32453	ATP11	551790000	700890000	620780000	511520000	746820000	872100000	690810000	599040000	590600000	927600000	549570000	412830000	161210000	158930000	386830000	438190000	249780000	176060000	348120000	390890000	268370000	151400000	368670000	291160000		
P32454	P32454	APE2	5490900000	8106300000	7091200000	6917400000	7223300000	8004600000	7689300000	8198900000	9589500000	7897500000	10144000000	10171000000	4301000000	5520900000	5506300000	5221800000	4864900000	5662900000	7226000000	7871800000	9912400000	12712000000	9092500000	10124000000		
P32457	P32457	CDC3	2955900000	2959200000	3148700000	2497000000	2860500000	2971000000	3485400000	3617500000	3677000000	3252500000	3736300000	4301800000	2835900000	2563100000	2819200000	2962900000	2723100000	2789500000	3066000000	3526500000	3477900000	3989600000	4331100000	3679400000		
P32458	P32458	CDC11	1244200000	1432200000	1109600000	1149500000	1287700000	1097100000	1345200000	1603300000	1246600000	1150300000	1747400000	1368600000	1012300000	858140000	1053800000	874940000	1113700000	1091000000	1453000000	1579900000	1547300000	1545800000	1429200000	1455400000		
P32459	P32459	DAL3	95644000	46501000	112690000	64372000	136800000	122310000	128720000	111890000	35438000	26533000	123430000	30005000	68493000	58765000	98777000	54999000	18287000	36774000	57186000	59606000	18503000	18056000	33140000	18697000		
P32460	P32460	DCG1	232130000	344950000	303350000	344400000	34584000	187530000	322290000	393470000	197000000	132880000	385060000	337270000	180320000	182750000	157960000	227920000	185010000	241610000	239550000	286620000	247160000	203660000	149720000	292680000		
P32461	P32461	DPH2	251810000	653340000	403780000	692870000	372390000	285950000	548750000	540520000	208320000	159210000	273780000	251730000	867200000	766300000	562160000	743170000	595810000	635870000	679890000	847780000	233500000	189250000	213850000	424240000		
P32462	P32462	ERG24	145920000	233220000	163480000	136610000	205310000	132130000	120990000	145290000	211400000	111690000	165830000	114390000	173530000	256450000	159490000	175310000	178940000	216740000	238480000	238000000	254750000	245040000	150130000	136320000		
P32463	P32463	ACP1	3378500000	3318300000	2249000000	3564500000	2331400000	3271500000	4116100000	2059700000	3012500000	2740200000	1034200000	3534400000	1476100000	1600600000	2009400000	1590500000	2270700000	1949200000	3554900000	1908000000	2697000000	3324000000	1751200000	3096000000		
P32464	P32464	HYM1	52962000	123780000	80149000	22460000	106520000	95906000	82986000	37231000	107860000	112320000	112400000	38335000	62539000	58071000	50423000	61746000	48078000	73839000	78876000	63488000	67087000	78128000	52820000	10932000		
P32465	P32465	HXT1	252310000	198120000	172750000	211940000	372820000	522170000	226940000	257960000	900990000	871960000	819910000	743530000	472660000	547520000	720760000	761990000	761460000	787450000	848240000	1005900000	1196700000	1060300000	1364300000	692190000		
P32466	P32466	HXT3	1471400000	1705800000	1330900000	1635900000	1897600000	1573600000	1155800000	1703100000	949890000	773570000	647170000	451140000	1062600000	2063700000	1635600000	1788300000	1646600000	1442200000	1017800000	631150000	657110000	357320000	489350000	405110000		
P32468	P32468	CDC12	3391600000	2841700000	2752000000	2733100000	2793800000	3156400000	2763100000	2934400000	2476000000	2056900000	3239400000	4095800000	2726800000	2559900000	2570400000	2592000000	2638500000	2060200000	2495800000	2542200000	2604300000	3096700000	2564000000	3310300000		
P32469	P32469	DPH5	1739200000	2063300000	1484100000	1528700000	1244000000	1082600000	1217500000	2070400000	1045600000	1143400000	1221700000	1516800000	2414500000	2300400000	2170800000	2009000000	1468500000	1246600000	1475000000	1994800000	1579100000	1600400000	1264000000	1333200000		
P32471	P32471	EFB1	51972000000	61446000000	63074000000	75986000000	59802000000	56009000000	51000000000	70383000000	42031000000	42142000000	52737000000	51173000000	59121000000	66225000000	71599000000	67723000000	55175000000	64326000000	65202000000	83786000000	51783000000	43620000000	37459000000	42379000000		
P32472	P32472	FPR2	1701800000	2110700000	1981900000	1452500000	2805000000	2755300000	2581400000	2103300000	3827400000	4077400000	2937300000	3510300000	1322000000	1359900000	1026800000	741660000	2162100000	2154200000	2571100000	2012000000	3877300000	4029200000	4081200000	3078300000		
P32473	P32473	PDB1	7131500000	6798900000	7953800000	6066800000	9075400000	8929000000	8164300000	8734600000	8055200000	8308300000	7346500000	8027600000	8140700000	8262400000	8344100000	6563500000	7584200000	7928000000	8467500000	9891800000	9305800000	8796900000	8200200000	9068600000		
P32474	P32474	EUG1	580970000	675660000	654040000	508490000	1617700000	1449600000	1250100000	1329300000	2934200000	2339200000	2744100000	2915900000	328510000	525340000	432150000	394780000	892860000	1334800000	1426400000	1534100000	3888600000	2867900000	3197100000	3997100000		
P32476	P32476	ERG1	8062700000	8949400000	8710200000	8741600000	8755500000	7775600000	9546700000	10471000000	4536400000	3592700000	5604200000	5245700000	3278300000	3640800000	3965600000	3423600000	2487400000	2997400000	4012900000	4390100000	1842400000	1562200000	1456500000	1872100000		
P32477	P32477	GSH1	147970000	205520000	157020000	217420000	218670000	232360000	252800000	287110000	312220000	291510000	412540000	323890000	181160000	255720000	187370000	325980000	250390000	286260000	451890000	444220000	442670000	435250000	466280000	378940000		
P32478	P32478	HSP150	923630000	777790000	712330000	809380000	454670000	195900000	746760000	1085700000	151410000	698180000	939120000	561850000	238620000	427110000	412130000	442610000	102550000	0	466540000	792840000	0	57591000	291140000	177840000		
P32479	P32479	HIR1	11599000	68482000	528670000	79871000	23483000	82350000	740420000	304900000	11840000	0	20094000	23398000	449730000	11934000	0	17137000	17749000	16600000	1276600000	39708000	24392000	31718000	47592000	0		
P32480	P32480	HIR2	8699000	34167000	23399000	83291000	21773000	129720000	29524000	35675000	0	17168000	10874000	52674000	22794000	57391000	78813000	58649000	9127200	57340000	54712000	128080000	0	35392000	14078000	35995000		
P32481	P32481	GCD11	10134000000	12386000000	12106000000	13453000000	12781000000	12297000000	11329000000	14508000000	9331900000	8793300000	9641400000	10048000000	13402000000	15009000000	14257000000	13623000000	11597000000	14465000000	13028000000	15958000000	9153300000	8655600000	8330500000	7731100000		
P32485	P32485	HOG1	1239000000	2193000000	1592600000	1513600000	2151700000	2378500000	1851800000	2170000000	1813100000	2043400000	2762500000	2827600000	1431000000	1211300000	1507100000	1378200000	1635200000	2000000000	2242000000	2484700000	1858500000	2367000000	2213400000	2523000000		
P32486	P32486	KRE6	1234200000	1424900000	1133000000	1225500000	1936400000	1456800000	1511400000	1763800000	2569000000	2292800000	2317100000	2349200000	1099500000	1212300000	1244400000	1112100000	1466700000	1861200000	1812000000	1294700000	3176000000	3801700000	3200800000	2784300000		
P32487;P38971	P32487	LYP1	130980000	346780000	277020000	350990000	144270000	236680000	325780000	374760000	33650000	88830000	65600000	162060000	252040000	316410000	371930000	323640000	274650000	264040000	273470000	452720000	105600000	100890000	51553000	56812000		
P32490	P32490	MKK1	53866000	29185000	16007000	0	42346000	23306000	0	0	0	0	0	0	21764000	0	0	0	0	0	0	0	16847000	0	9121500	0		
P32491	P32491	MKK2	97445000	0	67813000	68256000	26795000	38536000	26156000	51895000	9646900	38613000	36168000	53460000	0	12694000	21120000	130390000	12746000	0	27001000	33348000	9875000	22511000	31388000	18528000		
P32492	P32492	MYO4	149630000	135250000	178590000	266660000	193970000	130760000	118650000	227360000	88278000	131260000	161600000	113040000	122390000	134600000	128210000	100940000	175590000	216060000	239280000	134840000	164590000	135320000	160170000	90916000		
P32493	P32493	AEP1	21565000	151950000	0	16939000	15049000	0	0	0	147340000	62767000	38991000	34305000	0	0	0	0	0	22869000	0	13870000	124290000	0	16358000	0		
P32494	P32494	NGG1	50852000	20057000	21620000	38030000	94745000	74179000	72065000	72527000	59098000	81203000	89778000	117360000	0	67938000	36740000	72708000	99683000	51327000	57715000	138460000	51823000	49549000	62852000	150650000		
P32495	P32495	NHP2	1911600000	2294000000	1387500000	1420500000	1504700000	973050000	1356100000	1374400000	1713000000	1146500000	895370000	1225900000	3036000000	2720100000	2563300000	1736800000	2257800000	2257400000	2795000000	1091800000	1312200000	2083600000	1015700000	1276400000		
P32496	P32496	RPN12	1157200000	1123100000	763650000	845250000	1188300000	887240000	924940000	1036000000	1441900000	1424800000	1353300000	1221500000	1988500000	2248300000	1560000000	1489600000	1608000000	2117400000	1995400000	2196700000	2973300000	4195800000	2903900000	2087300000		
P32497	P32497	NIP1	7510100000	8004600000	7036400000	9605200000	7752900000	5211900000	6196700000	9658600000	5942300000	4554500000	6506000000	8896800000	7550600000	8089900000	8446100000	8236500000	7488100000	7594900000	8567100000	11915000000	7063900000	6815100000	4310500000	6779600000		
P32499	P32499	NUP2	1346100000	1643400000	1481900000	1495800000	1690200000	1125500000	1415400000	1574800000	1664600000	1693900000	2015100000	1837200000	2029800000	1701800000	1877900000	1329900000	1906200000	1695800000	1616400000	2054800000	2278800000	2142100000	2060200000	1833200000		
P32500	P32500	NDC1	222020000	269250000	238520000	203250000	255320000	246250000	125950000	260380000	137270000	212540000	273860000	417680000	281890000	205330000	174500000	229290000	858060000	235310000	234750000	274370000	540400000	249330000	193780000	349450000		
P32501	P32501	GCD6	582130000	1269200000	625160000	1122500000	765890000	615680000	746390000	1092800000	952880000	553290000	1122500000	972850000	927580000	1821700000	1111300000	1217900000	1046900000	1443200000	1134500000	1715200000	1073400000	1034000000	838090000	1198700000		
P32502	P32502	GCD7	845720000	998700000	954180000	615110000	852700000	871130000	728850000	731220000	524570000	543950000	644260000	584410000	713280000	1012100000	789080000	810760000	674180000	986040000	889220000	849350000	409740000	570080000	520180000	456670000		
P32504	P32504	CBF2	17439000	9593000	0	16711000	0	0	0	6760000	19368000	0	6796300	58750000	30395000	22129000	0	16029000	8954900	20533000	0	24715000	10187000	36478000	0	16822000		
P32505	P32505	NAB2	696290000	1294400000	940300000	975470000	1045800000	863740000	644100000	1075300000	862770000	652750000	978560000	953750000	1036900000	1680900000	1183500000	1391000000	1447100000	1369900000	1167300000	1299000000	1075200000	1073000000	933280000	916950000		
P32521	P32521	PAN1	1529200000	1968600000	1790700000	1708400000	1860400000	2813500000	1938800000	2166400000	2329400000	3832000000	2239300000	1939500000	1544400000	1846000000	2524400000	1686800000	2252400000	2038900000	2837500000	2034700000	1947800000	2468500000	2088500000	2181400000		
P32523	P32523	PRP19	235020000	354840000	307130000	375790000	236820000	286050000	390350000	444340000	266370000	294770000	217800000	233180000	257190000	731240000	437490000	366660000	302460000	282250000	374840000	423840000	216180000	237340000	250280000	292710000		
P32524	P32524	PRP21	24601000	96136000	103140000	119190000	30557000	78704000	137900000	116680000	53161000	0	0	55000000	86041000	54067000	89172000	111370000	91362000	90231000	45998000	127610000	56373000	66320000	21691000	21120000		
P32525	P32525	ECM25	55201000	149450000	69175000	99835000	32234000	71207000	57497000	132070000	46593000	46996000	47844000	114910000	106710000	102130000	76500000	70698000	20549000	41380000	87876000	185950000	23396000	95378000	43889000	80615000		
P32527	P32527	ZUO1	9503100000	10179000000	7946700000	9192200000	9558800000	8920300000	10331000000	10228000000	7836900000	6956400000	8093200000	9546000000	8618400000	10182000000	9297100000	8720400000	9501600000	9363000000	10509000000	9178700000	9273000000	8453300000	6088700000	8619800000		
P32528	P32528	DUR1,2	1180900000	2087600000	1636000000	1025600000	1680300000	1718500000	2044500000	2068100000	1326700000	1398100000	1827600000	1616600000	481340000	937100000	755820000	872610000	601380000	1069800000	1319600000	1449300000	957880000	1579100000	1110400000	1311300000		
P32529	P32529	RPA12	676480000	718220000	248440000	356710000	528930000	176530000	210750000	303580000	252120000	299540000	243920000	90203000	616530000	1112500000	545240000	536610000	789490000	628800000	303970000	472230000	258870000	128130000	295500000	65189000		
P32558	P32558	SPT16	1501200000	2043400000	1729200000	1602500000	1776200000	1530100000	1564100000	2255000000	2410200000	1903400000	2205700000	2085000000	2168300000	2377700000	1575300000	2469700000	2318500000	2410800000	2975500000	2862600000	3201300000	3796900000	2835100000	5353700000		
P32559	P32559	MSS1	8356400	9988300	6705500	0	12480000	9279000	0	0	10957000	19236000	17563000	5399900	0	0	0	0	0	101510000	0	0	0	16392000	8845600	6208100		
P32561	P32561	RPD3	289910000	524850000	485310000	669170000	562170000	378450000	532420000	709700000	295170000	431840000	679490000	739750000	534720000	507640000	491500000	483210000	417160000	430960000	483140000	736200000	404780000	534050000	498370000	616650000		
P32562	P32562	CDC5	0	39194000	15577000	19718000	0	0	8581500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
P32563	P32563	VPH1	2707800000	4679400000	3478700000	3929000000	4085000000	4090500000	3558700000	3562900000	3453200000	3218900000	4154300000	4583500000	3715700000	4476300000	3942500000	4038500000	3570300000	3875400000	4708700000	5470400000	5107400000	4649900000	2966900000	4465500000		
P32564	P32564	SCM4	293410000	603570000	485030000	224030000	562390000	245110000	601340000	548000000	294950000	188170000	377400000	329030000	358090000	391540000	145660000	436150000	431650000	434400000	406860000	690970000	478750000	557440000	463200000	815980000		
P32565	P32565	RPN2	2943200000	3228900000	2290200000	2649000000	3725600000	2933600000	3111000000	3347400000	4086400000	3763600000	4050100000	4488200000	4683400000	4554800000	4748900000	4371600000	4638800000	5874900000	6253800000	6563400000	6752300000	7290500000	6895200000	7176400000		
P32566	P32566	SMI1	1515300000	1623500000	1616200000	2020600000	1777500000	1595700000	1388600000	1403700000	1599600000	1852100000	2387300000	1979000000	1774800000	1461300000	1827400000	1768800000	1347900000	1148500000	1876500000	2038500000	1855100000	1443300000	1307300000	1806000000		
P32567	P32567	PAH1	39255000	89598000	78518000	46526000	102880000	0	27962000	131190000	192560000	152280000	167300000	186170000	77625000	113100000	44606000	30207000	76262000	52659000	48424000	95358000	169970000	200360000	144470000	200180000		
P32568;P53756;Q08409	P32568	SNQ2	931520000	799230000	558950000	437900000	698510000	626400000	274050000	703790000	456320000	379920000	368130000	448140000	353260000	444200000	285380000	373240000	312120000	468470000	387900000	433490000	412130000	225570000	346010000	489640000		
P32569	P32569	SRB4	140340000	288390000	156760000	129880000	162710000	108800000	202370000	130490000	218470000	228100000	301930000	235890000	152320000	215490000	74664000	69969000	227310000	176760000	130740000	163340000	280860000	383890000	296170000	245970000		
P32570	P32570	SRB6	71907000	115010000	108520000	79438000	100610000	107730000	89182000	130500000	116660000	85206000	114640000	123640000	41166000	82546000	112900000	95208000	80907000	93991000	67517000	107150000	103400000	125800000	57973000	116760000		
P32571	P32571	DOA4	40304000	44535000	9359800	13234000	10549000	35091000	91896000	32609000	116420000	162060000	307210000	241540000	0	20263000	0	0	45378000	30215000	64959000	99352000	238150000	257950000	203150000	191720000		
P32573	P32573	SPS19	0	0	0	0	9904000	11080000	17208000	25528000	130110000	66923000	50926000	46555000	0	0	0	0	0	0	0	0	130730000	125620000	93643000	122130000		
P32578	P32578	SIP1	16699000	0	0	31275000	0	0	27724000	17716000	0	10032000	21428000	27834000	0	0	19366000	16242000	0	0	17287000	16588000	0	0	0	15970000		
P32579	P32579	SUA5	268920000	295520000	262430000	120480000	373690000	107450000	197150000	247170000	193150000	151370000	155100000	110440000	357310000	381470000	150350000	144770000	360210000	123090000	178410000	198520000	246550000	155400000	120920000	62695000		
P32580	P32580	SUV3	0	10964000	12353000	13377000	19125000	29635000	14560000	0	25024000	10211000	13441000	34423000	12911000	27639000	0	44877000	0	10877000	26395000	41702000	14055000	12808000	12971000	28359000		
P32582	P32582	CYS4	20397000000	30785000000	28231000000	27090000000	26845000000	29067000000	29728000000	31118000000	21078000000	21460000000	19950000000	22484000000	25009000000	33437000000	35637000000	34087000000	26119000000	33741000000	36147000000	37659000000	19132000000	21712000000	23188000000	24149000000		
P32583	P32583	SRP40	105340000	51361000	62847000	173410000	176150000	46238000	41743000	43692000	0	0	0	0	557110000	448150000	364710000	327860000	367050000	111520000	273390000	194080000	0	0	0	0		
P32584	P32584	STE14	29250000	0	43919000	18230000	61582000	39848000	12015000	60777000	0	0	10748000	44195000	0	75822000	11972000	12032000	28352000	0	25073000	50336000	25813000	18299000	19601000	55433000		
P32585	P32585	SRB5	61566000	41971000	36713000	54009000	72562000	35466000	0	58806000	59097000	20792000	31893000	114120000	48200000	30478000	61356000	41216000	50943000	39146000	0	24451000	0	0	0	48393000		
P32588	P32588	PUB1	4056400000	5430200000	5783300000	4607300000	4477300000	4474700000	4554900000	5867100000	3918800000	2918600000	4050300000	4660000000	4452500000	4269400000	3500800000	4300100000	4406700000	4954700000	4227400000	6302300000	5423400000	5443400000	4017800000	4603100000		
P32589	P32589	SSE1	115880000000	166280000000	129320000000	122030000000	137370000000	140580000000	137840000000	151410000000	99858000000	107830000000	127040000000	136570000000	64502000000	71455000000	67454000000	64356000000	73243000000	83031000000	78687000000	95507000000	101600000000	114010000000	89560000000	105800000000		
P32590	P32590	SSE2	1747400000	2560100000	1632700000	1630800000	3024500000	2890400000	2567000000	2217100000	3857800000	6790300000	6151300000	5500400000	111620000	62876000	59042000	71950000	236050000	468920000	538550000	268930000	6008300000	6933400000	7026700000	5479400000		
P32591	P32591	SWI3	486300000	612950000	558250000	524070000	482090000	548600000	515520000	809600000	566960000	445110000	510360000	512820000	795580000	568300000	558920000	848860000	1061700000	624440000	645160000	752870000	871580000	645860000	472860000	477100000		
P32597	P32597	STH1	572670000	815630000	476510000	598130000	659550000	732220000	636470000	703920000	551330000	608200000	641880000	700390000	1461300000	825410000	705500000	818390000	920750000	1343000000	1020100000	1435100000	932820000	1023900000	885270000	854460000		
P32598	P32598	GLC7	4509000000	3980800000	3875700000	2315700000	4558100000	5205800000	5456300000	4625700000	5881900000	5804800000	3983900000	4928900000	3278900000	3079700000	3774300000	3409500000	3669900000	3652500000	5174500000	3614400000	5364900000	5504300000	6312700000	3571000000		
P32599	P32599	SAC6	6575700000	9176100000	6518600000	6825100000	9366900000	7224200000	8750400000	8647000000	9312800000	10043000000	11837000000	11980000000	6876900000	7644800000	5865900000	5965100000	7411400000	7432800000	7483900000	9290500000	13347000000	14949000000	11179000000	11622000000		
P32600	P32600	TOR2	46338000	62205000	115440000	102950000	11240000	148760000	28740000	48160000	55357000	28823000	84955000	76725000	0	31900000	0	261680000	28245000	209300000	66430000	50962000	25215000	35956000	12861000	22192000		
P32601	P32601	DSS4	23134000	103480000	49487000	53785000	30083000	25578000	55791000	70388000	16817000	9743100	65056000	49055000	65340000	94663000	49605000	91937000	72912000	88978000	96222000	91608000	49067000	61201000	48144000	66620000		
P32602	P32602	SEC17	1953200000	1966000000	1762500000	1484400000	2348700000	2653500000	1967600000	2263700000	2983200000	3029200000	2812200000	2747000000	1391600000	1272600000	1144900000	1605100000	1464500000	1614800000	1830000000	2422700000	3694400000	3802000000	2763400000	2648800000		
P32604	P32604	FBP26	220140000	258030000	306760000	386600000	470800000	313760000	331430000	386700000	571970000	437880000	551780000	604980000	48365000	387400000	69897000	306320000	133840000	187030000	225120000	248450000	630960000	430660000	529140000	559460000		
P32605	P32605	MUD1	14478000	21135000	35700000	39649000	25525000	14729000	0	0	0	17879000	32570000	31119000	14038000	21386000	35728000	56558000	22201000	25599000	34285000	67165000	21243000	34533000	32093000	16775000		
P32606	P32606	PET127	17834000	17957000	0	22490000	14569000	0	0	13436000	0	0	8610900	11582000	29641000	89786000	17868000	25182000	70053000	23301000	80144000	60485000	13750000	0	14907000	10095000		
P32607	P32607	RTG1	83464000	98801000	88399000	45248000	101010000	96401000	63971000	55533000	79254000	99680000	72282000	78283000	106700000	100720000	73716000	81436000	93254000	90693000	70612000	21506000	75030000	60609000	72252000	64515000		
P32608	P32608	RTG2	1212800000	1714500000	1373900000	944900000	1626800000	1249900000	1488000000	1489400000	1766900000	1286400000	1797100000	1377800000	922400000	1194200000	1103800000	1158100000	1012500000	1414800000	1354800000	1434400000	1691600000	2401800000	1856500000	1890000000		
P32610	P32610	VMA8	636970000	1824600000	1595300000	1132700000	1479500000	1308300000	1306100000	1449600000	576900000	1340200000	1033900000	415340000	1507300000	1178400000	1782900000	1174900000	1522100000	1732000000	1521100000	1599000000	1405500000	1709700000	1293000000	962040000		
P32611	P32611	RML2	116420000	238500000	111020000	249590000	163730000	85445000	214000000	156970000	98775000	148740000	132250000	243020000	223520000	206980000	140980000	116560000	171660000	218610000	223170000	246650000	218510000	343600000	227890000	205730000		
P32614	P32614	FRD1	4395900000	4549400000	3667500000	3428000000	5558200000	3617900000	3592600000	3380100000	7510600000	5179100000	6044900000	6867600000	3635300000	2640300000	2354700000	2865000000	2775400000	2373600000	2970400000	3492200000	7416600000	3963800000	3031900000	5515900000		
P32617	P32617	IES6	0	62283000	95002000	62597000	0	0	44506000	123030000	0	32758000	217970000	238720000	41213000	46161000	0	0	27214000	0	42535000	205900000	141640000	79005000	59336000	146810000		
P32618	P32618		13790000	32770000	0	56130000	53042000	13980000	13660000	35548000	32453000	44149000	13828000	16383000	31989000	12601000	12014000	16146000	13579000	9634600	47606000	50173000	28948000	19063000	0	0		
P32621	P32621	GDA1	915510000	1738800000	1382900000	1347300000	1451600000	1401000000	915410000	999280000	492640000	1117800000	927970000	960960000	1798100000	2210800000	1551600000	1789700000	1685200000	1717200000	1778300000	1496700000	1217700000	1305800000	1170300000	1031800000		
P32623	P32623	UTR2	943540000	1240500000	1071600000	1034100000	944000000	1156300000	1096200000	1047700000	652020000	596380000	612340000	819400000	1433600000	1746700000	1748800000	1439700000	1563700000	1578600000	1780200000	1451200000	825810000	945650000	901410000	706940000		
P32626	P32626	UTR4	535430000	323650000	456010000	536640000	376690000	379830000	881200000	556530000	392460000	454300000	491570000	464200000	641020000	469440000	657500000	668390000	370640000	266970000	1218700000	734170000	474090000	270680000	1573900000	600110000		
P32628	P32628	RAD23	804250000	1271400000	1266800000	1057800000	1204700000	1362500000	1330400000	1634400000	832140000	950310000	734450000	1492100000	2860100000	2723000000	3308000000	2280700000	3028200000	2623600000	3757200000	3167400000	3283300000	2300300000	1341000000	1584800000		
P32629	P32629	ANP1	480950000	432910000	417170000	347240000	334380000	324850000	392530000	447900000	278150000	185970000	453660000	286000000	493090000	401900000	472810000	383500000	380510000	286460000	461410000	348000000	463060000	427380000	193840000	525730000		
P32639	P32639	BRR2	120130000	300830000	415580000	467890000	325670000	307620000	169880000	539820000	309610000	248900000	175870000	441750000	355530000	377130000	333730000	307390000	180080000	312240000	178500000	306400000	325970000	422270000	137040000	362120000		
P32642	P32642	GRX4	258940000	88962000	97677000	154190000	402320000	110820000	372910000	152870000	213350000	161870000	115580000	726730000	355460000	262520000	119740000	116160000	178040000	158780000	86041000	225690000	198660000	423990000	130550000	751450000		
P32643	P32643	TMT1	163450000	289780000	120430000	214710000	223260000	252770000	166600000	198470000	251090000	212480000	314460000	396510000	156710000	78375000	96368000	134320000	108030000	85091000	77808000	139470000	205600000	198220000	90345000	208050000		
P32644	P32644	ECM32	68781000	175010000	162410000	92883000	440700000	185440000	126780000	170120000	180530000	138200000	272380000	266390000	115510000	152160000	144690000	110480000	84714000	146210000	213530000	109670000	837490000	378620000	521230000	572300000		
P32656	P32656	GCG1	188620000	103250000	186930000	171030000	200180000	219250000	183950000	201020000	172230000	176010000	227710000	197120000	80315000	177080000	100610000	128600000	140250000	145440000	139280000	112030000	176470000	168540000	159190000	124100000		
P32657	P32657	CHD1	188780000	247040000	171390000	390570000	345550000	225160000	183250000	285400000	326750000	329170000	737700000	306630000	338570000	297680000	177940000	329990000	544880000	434520000	376830000	353600000	337480000	423710000	220290000	285660000		
P32660	P32660	DNF1	323930000	468790000	226850000	431300000	372510000	342650000	488810000	645210000	517610000	643350000	719880000	666210000	337350000	435570000	355630000	280690000	388340000	440820000	500350000	507370000	742120000	540230000	579390000	720630000		
P32767	P32767	KAP122	133820000	308000000	142040000	195600000	113230000	122240000	203940000	231450000	136770000	143840000	230640000	225990000	262150000	311290000	333090000	241590000	252330000	286680000	312600000	500110000	260670000	246210000	260010000	183890000		
P32769	P32769	HBS1	366470000	346330000	459090000	522360000	464800000	615920000	466400000	785320000	546820000	657060000	663060000	732540000	565000000	422130000	295320000	393770000	312900000	528880000	555940000	499280000	512300000	668910000	873820000	892520000		
P32770	P32770	NRP1	221970000	247580000	231970000	256770000	192840000	172700000	187370000	234070000	36905000	69698000	76322000	34671000	342370000	389380000	436240000	311570000	270530000	313780000	264720000	380890000	54211000	41637000	47788000	12101000		
P32771	P32771	SFA1	2523200000	3433900000	2876500000	2520600000	3736300000	3172300000	3165400000	2920600000	3890400000	3363900000	3301400000	3218400000	2196100000	3354700000	2240500000	2834000000	3001600000	3480400000	3038600000	3438900000	3953600000	3834200000	3253800000	4145300000		
P32773	P32773	TOA1	137890000	147490000	78998000	98601000	0	0	5215100	103890000	87888000	86648000	61056000	321170000	179560000	0	41347000	90400000	73146000	84450000	0	98128000	180420000	88012000	0	64839000		
P32774	P32774	TOA2	576610000	262110000	197370000	199970000	672290000	405000000	140860000	236450000	634100000	317810000	256350000	294280000	210860000	308420000	355600000	333100000	387740000	329590000	522520000	118460000	409800000	262980000	344390000	220980000		
P32775	P32775	GLC3	234130000	145080000	14917000	65006000	386900000	176010000	221090000	308230000	1134900000	616220000	1052000000	1062100000	0	8324600	0	0	0	0	0	27810000	786400000	601900000	445480000	814250000		
P32776	P32776	TFB1	193960000	220270000	159670000	129950000	240420000	158290000	203080000	179960000	143690000	161820000	214890000	230670000	281900000	239420000	119390000	219840000	216450000	227150000	240860000	223000000	135450000	152150000	180470000	185540000		
P32783	P32783	ABD1	391360000	433960000	300310000	232010000	527010000	291050000	399420000	217890000	381340000	338880000	431050000	331060000	290620000	308460000	67137000	243980000	366890000	342590000	318390000	298090000	512120000	414350000	359960000	348830000		
P32784	P32784	SCT1	127400000	91277000	143050000	214260000	250290000	107540000	82371000	161550000	158370000	176330000	123190000	222200000	145940000	214840000	142840000	167270000	164960000	159320000	120240000	197960000	208960000	157210000	90737000	168180000		
P32785	P32785	FMT1	0	0	8015200	0	21473000	0	9859700	12035000	10396000	0	10759000	10168000	0	7082900	0	0	0	0	0	0	0	20014000	0	0		
P32787	P32787	MGM101	592620000	1124700000	939350000	507510000	984570000	1195800000	880860000	476030000	532410000	860360000	1150400000	1004300000	793650000	1129800000	1011700000	651890000	697530000	1043100000	1617600000	856230000	1201300000	1285600000	1325300000	1061300000		
P32788	P32788		0	0	29491000	0	0	0	0	0	0	33244000	50469000	0	0	0	0	9581500	19327000	0	58445000	16981000	18226000	0	0	20778000		
P32789	P32789	ALK2	0	0	0	0	6720700	0	0	0	8689700	0	0	0	0	0	0	0	0	0	0	0	0	9996100	0	0		
